institute,branch,seat_type,gender,or,cr,year,course,course_id,total_seats
Indian Institute  of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12799,15517,2026,"Indian Institute  of Technology Tirupati_Chemical Engineering (4 Years, Bachelor of Technology)",249,18500.0
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,13386,16485,2026,"Indian Institute of Technology Jammu_Chemical Engineering (4 Years, Bachelor of Technology)",250,18500.0
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,15676,16883,2026,"Indian Institute  of Technology Bhubaneswar_Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",251,18500.0
Indian Institute  of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,470,986,2026,"Indian Institute  of Technology Bombay_Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",252,18500.0
Indian Institute  of Technology Bombay,"Metallurgical Engineering & Materials Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3963,4456,2026,"Indian Institute  of Technology Bombay_Metallurgical Engineering & Materials Science (5 Years, Bachelor and Master of Technology (Dual Degree))",253,18500.0
Indian Institute  of Technology Mandi,"Bio Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,12757,16917,2026,"Indian Institute  of Technology Mandi_Bio Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",254,18500.0
Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3222,4039,2026,"Indian Institute  of Technology Mandi_Data Science and Engineering (4 Years, Bachelor of Technology)",255,18500.0
Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,8831,11753,2026,"Indian Institute  of Technology Mandi_Engineering Physics (4 Years, Bachelor of Technology)",256,18500.0
Indian Institute  of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,690,901,2026,"Indian Institute  of Technology Hyderabad_Artificial Intelligence (4 Years, Bachelor of Technology)",257,18500.0
Indian Institute  of Technology Jodhpur,"Bio Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,13106,15966,2026,"Indian Institute  of Technology Jodhpur_Bio Engineering (4 Years, Bachelor of Technology)",258,18500.0
Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6177,7470,2026,"Indian Institute  of Technology Patna_Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",259,18500.0
Indian Institute  of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,13771,16652,2026,"Indian Institute  of Technology Patna_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",260,18500.0
Indian Institute  of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,2122,3476,2026,"Indian Institute  of Technology Ropar_Mathematics and Computing (4 Years, Bachelor of Technology)",261,18500.0
Indian Institute  of Technology (BHU) Varanasi,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,neutral,18471,21225,2026,"Indian Institute  of Technology (BHU) Varanasi_Architecture  (5 Years, Bachelor of Architecture)",262,18500.0
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,5436,7227,2026,"Indian Institute of Technology Goa_Mathematics and Computing (4 Years, Bachelor of Technology)",263,18500.0
Indian Institute of Technology Jammu,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,14562,16613,2026,"Indian Institute of Technology Jammu_Materials Science and Engineering (4 Years, Bachelor of Technology)",264,18500.0
Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OPEN,neutral,858,1108,2026,"Indian Institute  of Technology Delhi_Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",265,18500.0
Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2499,3652,2026,"Indian Institute  of Technology Delhi_Materials Engineering (4 Years, Bachelor of Technology)",266,18500.0
Indian Institute  of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4950,9536,2026,"Indian Institute  of Technology Hyderabad_Biomedical Engineering (4 Years, Bachelor of Technology)",267,18500.0
Indian Institute  of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OPEN,neutral,3049,4195,2026,"Indian Institute  of Technology Jodhpur_Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",268,18500.0
Indian Institute  of Technology Jodhpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,9595,11917,2026,"Indian Institute  of Technology Jodhpur_Chemical Engineering (4 Years, Bachelor of Technology)",269,18500.0
Indian Institute  of Technology Jodhpur,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,11662,14676,2026,"Indian Institute  of Technology Jodhpur_Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",270,18500.0
Indian Institute  of Technology Jodhpur,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,11659,14707,2026,"Indian Institute  of Technology Jodhpur_Materials Engineering (4 Years, Bachelor of Technology)",271,18500.0
Indian Institute  of Technology (ISM) Dhanbad,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,11781,15093,2026,"Indian Institute  of Technology (ISM) Dhanbad_Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",272,18500.0
Indian Institute  of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OPEN,neutral,6303,10601,2026,"Indian Institute  of Technology Guwahati_Biosciences and Bioengineering (4 Years, Bachelor of Technology)",273,18500.0
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,7001,8280,2026,"Indian Institute of Technology Bhilai_Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",274,18500.0
Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1868,2631,2026,"Indian Institute  of Technology Delhi_Energy Engineering (4 Years, Bachelor of Technology)",275,18500.0
Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",OPEN,neutral,11734,14201,2026,"Indian Institute  of Technology Kharagpur_Applied Geology (4 Years, Bachelor of Science)",276,18500.0
Indian Institute  of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",OPEN,neutral,11214,13045,2026,"Indian Institute  of Technology Kharagpur_Chemistry (4 Years, Bachelor of Science)",277,18500.0
Indian Institute  of Technology Kharagpur,"Economics (4 Years, Bachelor of Science)",OPEN,neutral,3681,5863,2026,"Indian Institute  of Technology Kharagpur_Economics (4 Years, Bachelor of Science)",278,18500.0
Indian Institute  of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",OPEN,neutral,11359,13099,2026,"Indian Institute  of Technology Kharagpur_Exploration Geophysics (4 Years, Bachelor of Science)",279,18500.0
Indian Institute  of Technology Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",OPEN,neutral,519,1356,2026,"Indian Institute  of Technology Kharagpur_Mathematics and Computing (4 Years, Bachelor of Science)",280,18500.0
Indian Institute  of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",OPEN,neutral,7367,11549,2026,"Indian Institute  of Technology Kharagpur_Physics (4 Years, Bachelor of Science)",281,18500.0
Indian Institute  of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",OPEN,neutral,5421,9829,2026,"Indian Institute  of Technology Hyderabad_Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",282,18500.0
Indian Institute  of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1368,2006,2026,"Indian Institute  of Technology Hyderabad_Computational Engineering (4 Years, Bachelor of Technology)",283,18500.0
Indian Institute  of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",OPEN,neutral,7757,11000,2026,"Indian Institute  of Technology Hyderabad_Industrial Chemistry (4 Years, Bachelor of Technology)",284,18500.0
Indian Institute  of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",OPEN,neutral,878,1127,2026,"Indian Institute  of Technology Kanpur_Statistics and Data Science (4 Years, Bachelor of Science)",285,18500.0
Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7239,11481,2026,"Indian Institute  of Technology Gandhinagar_Materials Engineering (4 Years, Bachelor of Technology)",286,18500.0
Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OPEN,neutral,3490,4373,2026,"Indian Institute  of Technology Patna_Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",287,18500.0
Indian Institute  of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,11060,13470,2026,"Indian Institute  of Technology Patna_Engineering Physics (4 Years, Bachelor of Technology)",288,18500.0
Indian Institute  of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Science)",OPEN,neutral,4009,10934,2026,"Indian Institute  of Technology Patna_Mathematics and Computing (4 Years, Bachelor of Science)",289,18500.0
Indian Institute  of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OPEN,neutral,752,8189,2026,"Indian Institute  of Technology Roorkee_Biosciences and Bioengineering (4 Years, Bachelor of Technology)",290,18500.0
Indian Institute  of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,9374,11927,2026,"Indian Institute  of Technology Roorkee_Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",291,18500.0
Indian Institute  of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,3876,5409,2026,"Indian Institute  of Technology Roorkee_Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",292,18500.0
Indian Institute  of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,1158,1473,2026,"Indian Institute  of Technology Roorkee_Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",293,18500.0
Indian Institute  of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,4489,10406,2026,"Indian Institute  of Technology Roorkee_Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",294,18500.0
Indian Institute  of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,873,1076,2026,"Indian Institute  of Technology Guwahati_Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",295,18500.0
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,13180,14893,2026,"Indian Institute of Technology Dharwad_Engineering Physics (4 Years, Bachelor of Technology)",296,18500.0
Indian Institute  of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1810,2769,2026,"Indian Institute  of Technology Bombay_Energy Engineering (4 Years, Bachelor of Technology)",297,18500.0
Indian Institute  of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",OPEN,neutral,1644,1790,2026,"Indian Institute  of Technology Hyderabad_Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",298,18500.0
Indian Institute  of Technology Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",OPEN,neutral,14939,18368,2026,"Indian Institute  of Technology Jodhpur_Chemistry with Specialization (4 Years, Bachelor of Science)",299,18500.0
Indian Institute  of Technology Jodhpur,"Physics with Specialization (4 Years, Bachelor of Science)",OPEN,neutral,11193,15365,2026,"Indian Institute  of Technology Jodhpur_Physics with Specialization (4 Years, Bachelor of Science)",300,18500.0
Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1836,2352,2026,"Indian Institute  of Technology Gandhinagar_Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",301,18500.0
Indian Institute  of Technology Gandhinagar,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3932,4011,2026,"Indian Institute  of Technology Gandhinagar_Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",302,18500.0
Indian Institute  of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,564,755,2026,"Indian Institute  of Technology Roorkee_Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",303,18500.0
Indian Institute  of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,7857,8685,2026,"Indian Institute  of Technology Ropar_Engineering Physics (4 Years, Bachelor of Technology)",304,18500.0
Indian Institute  of Technology Guwahati,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5870,6422,2026,"Indian Institute  of Technology Guwahati_Energy Engineering (4 Years, Bachelor of Technology)",305,18500.0
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10662,12368,2026,"Indian Institute of Technology Bhilai_Mechatronics Engineering (4 Years, Bachelor of Technology)",306,18500.0
Indian Institute  of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6845,9027,2026,"Indian Institute  of Technology Palakkad_Data Science and Engineering (4 Years, Bachelor of Technology)",307,18500.0
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,16833,18028,2026,"Indian Institute of Technology Jammu_Materials Engineering (4 Years, Bachelor of Technology)",308,18500.0
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,14722,16477,2026,"Indian Institute of Technology Dharwad_Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",309,18500.0
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,16126,17420,2026,"Indian Institute of Technology Dharwad_Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",310,18500.0
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,16198,18900,2026,"Indian Institute of Technology Dharwad_Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",311,18500.0
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,7381,8160,2026,"Indian Institute of Technology Dharwad_Mathematics and Computing (4 Years, Bachelor of Technology)",312,18500.0
Indian Institute  of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3143,4391,2026,"Indian Institute  of Technology Bombay_Environmental Science and Engineering (4 Years, Bachelor of Technology)",313,18500.0
Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8480,10256,2026,"Indian Institute  of Technology Mandi_B.Tech in General Engineering (4 Years, Bachelor of Technology)",314,18500.0
Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12260,13551,2026,"Indian Institute  of Technology Mandi_B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",315,18500.0
Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,3945,4241,2026,"Indian Institute  of Technology Mandi_B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",316,18500.0
Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",OPEN,neutral,4593,5761,2026,"Indian Institute  of Technology Mandi_B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",317,18500.0
Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12646,13987,2026,"Indian Institute  of Technology Mandi_Bio Engineering (4 Years, Bachelor of Technology)",318,18500.0
Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",OPEN,neutral,13425,17314,2026,"Indian Institute  of Technology Mandi_BS in Chemical Sciences (4 Years, Bachelor of Science)",319,18500.0
Indian Institute  of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7246,8076,2026,"Indian Institute  of Technology Indore_Chemical Engineering (4 Years, Bachelor of Technology)",320,18500.0
Indian Institute  of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,5236,8162,2026,"Indian Institute  of Technology Indore_Engineering Physics (4 Years, Bachelor of Technology)",321,18500.0
Indian Institute  of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,1751,2056,2026,"Indian Institute  of Technology Indore_Mathematics and Computing (4 Years, Bachelor of Technology)",322,18500.0
Indian Institute  of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5666,5671,2026,"Indian Institute  of Technology Indore_Space Sciences and Engineering (4 Years, Bachelor of Technology)",323,18500.0
Indian Institute  of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4097,4102,2026,"Indian Institute  of Technology Madras_Biological Engineering (4 Years, Bachelor of Technology)",324,18500.0
Indian Institute  of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",OPEN,neutral,3268,9871,2026,"Indian Institute  of Technology Madras_Biological Science (4 Years, Bachelor of Science)",325,18500.0
Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,1822,2175,2026,"Indian Institute  of Technology Gandhinagar_Artificial Intelligence (4 Years, Bachelor of Technology)",326,18500.0
Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,6581,6586,2026,"Indian Institute  of Technology Gandhinagar_Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",327,18500.0
Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,neutral,16406,17147,2026,"Indian Institute  of Technology Patna_B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",328,18500.0
Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,neutral,14157,15163,2026,"Indian Institute  of Technology Patna_B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",329,18500.0
Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,neutral,3514,4754,2026,"Indian Institute  of Technology Patna_B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",330,18500.0
Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,neutral,6383,7998,2026,"Indian Institute  of Technology Patna_B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",331,18500.0
Indian Institute  of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,neutral,7854,8088,2026,"Indian Institute  of Technology Patna_B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",332,18500.0
Indian Institute  of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,neutral,5073,5368,2026,"Indian Institute  of Technology Patna_B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",333,18500.0
Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,neutral,7903,9614,2026,"Indian Institute  of Technology Patna_B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",334,18500.0
Indian Institute  of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,6305,8114,2026,"Indian Institute  of Technology Patna_B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",335,18500.0
Indian Institute  of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OPEN,neutral,13449,15250,2026,"Indian Institute  of Technology Patna_Chemical Science and Technology (4 Years, Bachelor of Technology)",336,18500.0
Indian Institute  of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4803,6320,2026,"Indian Institute  of Technology Patna_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",337,18500.0
Indian Institute  of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,3854,4939,2026,"Indian Institute  of Technology Patna_Mathematics and Computing (4 Years, Bachelor of Technology)",338,18500.0
Indian Institute  of Technology Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2558,3856,2026,"Indian Institute  of Technology Ropar_Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",339,18500.0
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,14920,17502,2026,"Indian Institute of Technology Bhilai_Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",340,18500.0
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,7000,8805,2026,"Indian Institute of Technology Jammu_Mathematics and Computing (4 Years, Bachelor of Technology)",341,18500.0
Indian Institute  of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,9525,13404,2026,"Indian Institute  of Technology Bhubaneswar_Engineering Physics (4 Years, Bachelor of Technology)",342,18500.0
Indian Institute  of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",OPEN,neutral,264,906,2026,"Indian Institute  of Technology Bombay_Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",343,18500.0
Indian Institute  of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,461,997,2026,"Indian Institute  of Technology Kharagpur_Artificial Intelligence (4 Years, Bachelor of Technology)",344,18500.0
Indian Institute  of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",OPEN,neutral,102,214,2026,"Indian Institute  of Technology Madras_Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",345,18500.0
Indian Institute  of Technology Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",OPEN,neutral,2295,4897,2026,"Indian Institute  of Technology Gandhinagar_Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",346,18500.0
Indian Institute  of Technology Patna,"B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,4406,4529,2026,"Indian Institute  of Technology Patna_B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",347,18500.0
Indian Institute  of Technology Patna,"B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,14749,16547,2026,"Indian Institute  of Technology Patna_B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",348,18500.0
Indian Institute  of Technology Patna,"B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,15042,17771,2026,"Indian Institute  of Technology Patna_B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",349,18500.0
Indian Institute  of Technology Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,13577,15926,2026,"Indian Institute  of Technology Patna_B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",350,18500.0
Indian Institute  of Technology Patna,"B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,4297,5001,2026,"Indian Institute  of Technology Patna_B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",351,18500.0
Indian Institute  of Technology Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,6111,8979,2026,"Indian Institute  of Technology Patna_B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",352,18500.0
Indian Institute  of Technology Patna,"B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,7880,10090,2026,"Indian Institute  of Technology Patna_B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",353,18500.0
Indian Institute  of Technology Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,12992,13496,2026,"Indian Institute  of Technology Patna_B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",354,18500.0
Indian Institute  of Technology Patna,"B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,5020,5025,2026,"Indian Institute  of Technology Patna_B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",355,18500.0
Indian Institute  of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,9062,9920,2026,"Indian Institute  of Technology Patna_B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",356,18500.0
