institute,branch,seat_type,gender,or,cr,year,course,course_id
Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2796,4625,2021,"Indian Institute  of Technology Delhi_Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",32
Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1490,2311,2021,"Indian Institute  of Technology Delhi_Chemical Engineering (4 Years, Bachelor of Technology)",33
Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,2419,3363,2021,"Indian Institute  of Technology Delhi_Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",34
Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,523,3832,2021,"Indian Institute  of Technology Delhi_Civil Engineering (4 Years, Bachelor of Technology)",35
Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3,100,2021,"Indian Institute  of Technology Delhi_Computer Science and Engineering (4 Years, Bachelor of Technology)",36
Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,109,180,2021,"Indian Institute  of Technology Delhi_Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",37
Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,364,553,2021,"Indian Institute  of Technology Delhi_Electrical Engineering (4 Years, Bachelor of Technology)",38
Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",OPEN,neutral,556,841,2021,"Indian Institute  of Technology Delhi_Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",39
Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1968,3015,2021,"Indian Institute  of Technology Delhi_Energy Engineering (4 Years, Bachelor of Technology)",300
Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OPEN,neutral,542,1258,2021,"Indian Institute  of Technology Delhi_Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",290
Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,1357,2352,2021,"Indian Institute  of Technology Delhi_Engineering Physics (4 Years, Bachelor of Technology)",40
Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3378,4200,2021,"Indian Institute  of Technology Delhi_Materials Engineering (4 Years, Bachelor of Technology)",291
Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,120,315,2021,"Indian Institute  of Technology Delhi_Mathematics and Computing (4 Years, Bachelor of Technology)",41
Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,327,376,2021,"Indian Institute  of Technology Delhi_Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",42
Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,866,1743,2021,"Indian Institute  of Technology Delhi_Mechanical Engineering (4 Years, Bachelor of Technology)",43
Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2531,3346,2021,"Indian Institute  of Technology Delhi_Production and Industrial Engineering (4 Years, Bachelor of Technology)",44
Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",OPEN,neutral,4012,5816,2021,"Indian Institute  of Technology Delhi_Textile Technology (4 Years, Bachelor of Technology)",45
Indian Institute  of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7691,9380,2021,"Indian Institute  of Technology Indore_Civil Engineering (4 Years, Bachelor of Technology)",46
Indian Institute  of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,505,1228,2021,"Indian Institute  of Technology Indore_Computer Science and Engineering (4 Years, Bachelor of Technology)",47
Indian Institute  of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2454,3725,2021,"Indian Institute  of Technology Indore_Electrical Engineering (4 Years, Bachelor of Technology)",48
Indian Institute  of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5296,7240,2021,"Indian Institute  of Technology Indore_Mechanical Engineering (4 Years, Bachelor of Technology)",49
Indian Institute  of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OPEN,neutral,8507,10884,2021,"Indian Institute  of Technology Indore_Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",50
Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3321,4493,2021,"Indian Institute  of Technology Kharagpur_Aerospace Engineering (4 Years, Bachelor of Technology)",51
Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3857,4929,2021,"Indian Institute  of Technology Kharagpur_Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",52
Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7297,7901,2021,"Indian Institute  of Technology Kharagpur_Agricultural and Food Engineering (4 Years, Bachelor of Technology)",53
Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,8193,9387,2021,"Indian Institute  of Technology Kharagpur_Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",54
Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",OPEN,neutral,9586,11437,2021,"Indian Institute  of Technology Kharagpur_Applied Geology (4 Years, Bachelor of Science)",301
Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",OPEN,neutral,8557,17259,2021,"Indian Institute  of Technology Kharagpur_Architecture  (5 Years, Bachelor of Architecture)",56
Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5474,6768,2021,"Indian Institute  of Technology Kharagpur_Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",57
Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3783,8008,2021,"Indian Institute  of Technology Kharagpur_Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",58
Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2916,4149,2021,"Indian Institute  of Technology Kharagpur_Chemical Engineering (4 Years, Bachelor of Technology)",59
Indian Institute  of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,4548,5348,2021,"Indian Institute  of Technology Kharagpur_Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",60
Indian Institute  of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",OPEN,neutral,6928,11294,2021,"Indian Institute  of Technology Kharagpur_Chemistry (4 Years, Bachelor of Science)",302
Indian Institute  of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1760,5855,2021,"Indian Institute  of Technology Kharagpur_Civil Engineering (4 Years, Bachelor of Technology)",62
Indian Institute  of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,6082,7029,2021,"Indian Institute  of Technology Kharagpur_Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",63
Indian Institute  of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,207,285,2021,"Indian Institute  of Technology Kharagpur_Computer Science and Engineering (4 Years, Bachelor of Technology)",64
Indian Institute  of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,331,451,2021,"Indian Institute  of Technology Kharagpur_Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",65
Indian Institute  of Technology Kharagpur,"Economics (4 Years, Bachelor of Science)",OPEN,neutral,2294,5250,2021,"Indian Institute  of Technology Kharagpur_Economics (4 Years, Bachelor of Science)",303
Indian Institute  of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,776,1620,2021,"Indian Institute  of Technology Kharagpur_Electrical Engineering (4 Years, Bachelor of Technology)",67
Indian Institute  of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1628,2066,2021,"Indian Institute  of Technology Kharagpur_Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",68
Indian Institute  of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,482,1132,2021,"Indian Institute  of Technology Kharagpur_Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",69
Indian Institute  of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1290,1624,2021,"Indian Institute  of Technology Kharagpur_Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",70
Indian Institute  of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",OPEN,neutral,7905,10461,2021,"Indian Institute  of Technology Kharagpur_Exploration Geophysics (4 Years, Bachelor of Science)",304
Indian Institute  of Technology Kharagpur,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3046,3954,2021,"Indian Institute  of Technology Kharagpur_Industrial and Systems Engineering (4 Years, Bachelor of Technology)",72
Indian Institute  of Technology Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3990,4908,2021,"Indian Institute  of Technology Kharagpur_Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",73
Indian Institute  of Technology Kharagpur,"Instrumentation Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1977,2281,2021,"Indian Institute  of Technology Kharagpur_Instrumentation Engineering (4 Years, Bachelor of Technology)",74
Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4317,5411,2021,"Indian Institute  of Technology Kharagpur_Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",75
Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,5693,6070,2021,"Indian Institute  of Technology Kharagpur_Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",76
Indian Institute  of Technology Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",OPEN,neutral,1008,1332,2021,"Indian Institute  of Technology Kharagpur_Mathematics and Computing (4 Years, Bachelor of Science)",305
Indian Institute  of Technology Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1810,2896,2021,"Indian Institute  of Technology Kharagpur_Mechanical Engineering (4 Years, Bachelor of Technology)",78
Indian Institute  of Technology Kharagpur,"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,2654,4485,2021,"Indian Institute  of Technology Kharagpur_Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",79
Indian Institute  of Technology Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4679,6203,2021,"Indian Institute  of Technology Kharagpur_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",80
Indian Institute  of Technology Kharagpur,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,6361,7377,2021,"Indian Institute  of Technology Kharagpur_Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",81
Indian Institute  of Technology Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,neutral,6459,7493,2021,"Indian Institute  of Technology Kharagpur_Mining Engineering  (4 Years, Bachelor of Technology)",82
Indian Institute  of Technology Kharagpur,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,8160,9002,2021,"Indian Institute  of Technology Kharagpur_Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",83
Indian Institute  of Technology Kharagpur,"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,9654,10202,2021,"Indian Institute  of Technology Kharagpur_Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",84
Indian Institute  of Technology Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",OPEN,neutral,5663,7738,2021,"Indian Institute  of Technology Kharagpur_Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",85
Indian Institute  of Technology Kharagpur,"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,7678,8985,2021,"Indian Institute  of Technology Kharagpur_Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",86
Indian Institute  of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",OPEN,neutral,4035,7227,2021,"Indian Institute  of Technology Kharagpur_Physics (4 Years, Bachelor of Science)",306
Indian Institute  of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,330,676,2021,"Indian Institute  of Technology Hyderabad_Artificial Intelligence (4 Years, Bachelor of Technology)",282
Indian Institute  of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6430,7586,2021,"Indian Institute  of Technology Hyderabad_Biomedical Engineering (4 Years, Bachelor of Technology)",292
Indian Institute  of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",OPEN,neutral,4898,7672,2021,"Indian Institute  of Technology Hyderabad_Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",307
Indian Institute  of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4952,6079,2021,"Indian Institute  of Technology Hyderabad_Chemical Engineering (4 Years, Bachelor of Technology)",89
Indian Institute  of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5964,7775,2021,"Indian Institute  of Technology Hyderabad_Civil Engineering (4 Years, Bachelor of Technology)",90
Indian Institute  of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1171,1383,2021,"Indian Institute  of Technology Hyderabad_Computational Engineering (4 Years, Bachelor of Technology)",308
Indian Institute  of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,191,521,2021,"Indian Institute  of Technology Hyderabad_Computer Science and Engineering (4 Years, Bachelor of Technology)",91
Indian Institute  of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1164,2094,2021,"Indian Institute  of Technology Hyderabad_Electrical Engineering (4 Years, Bachelor of Technology)",92
Indian Institute  of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,1897,5408,2021,"Indian Institute  of Technology Hyderabad_Engineering Physics (4 Years, Bachelor of Technology)",93
Indian Institute  of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",OPEN,neutral,2155,3902,2021,"Indian Institute  of Technology Hyderabad_Engineering Science (4 Years, Bachelor of Technology)",94
Indian Institute  of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",OPEN,neutral,6634,7506,2021,"Indian Institute  of Technology Hyderabad_Industrial Chemistry (4 Years, Bachelor of Technology)",309
Indian Institute  of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7190,8154,2021,"Indian Institute  of Technology Hyderabad_Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",95
Indian Institute  of Technology Hyderabad,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,642,1075,2021,"Indian Institute  of Technology Hyderabad_Mathematics and Computing (4 Years, Bachelor of Technology)",242
Indian Institute  of Technology Hyderabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2759,4787,2021,"Indian Institute  of Technology Hyderabad_Mechanical Engineering (4 Years, Bachelor of Technology)",96
Indian Institute  of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OPEN,neutral,2534,3793,2021,"Indian Institute  of Technology Jodhpur_Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",293
Indian Institute  of Technology Jodhpur,"Bio Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12541,14312,2021,"Indian Institute  of Technology Jodhpur_Bio Engineering (4 Years, Bachelor of Technology)",283
Indian Institute  of Technology Jodhpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,9240,11177,2021,"Indian Institute  of Technology Jodhpur_Chemical Engineering (4 Years, Bachelor of Technology)",294
Indian Institute  of Technology Jodhpur,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10719,12601,2021,"Indian Institute  of Technology Jodhpur_Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",295
Indian Institute  of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1525,2897,2021,"Indian Institute  of Technology Jodhpur_Computer Science and Engineering (4 Years, Bachelor of Technology)",97
Indian Institute  of Technology Jodhpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4231,6567,2021,"Indian Institute  of Technology Jodhpur_Electrical Engineering (4 Years, Bachelor of Technology)",98
Indian Institute  of Technology Jodhpur,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12123,14268,2021,"Indian Institute  of Technology Jodhpur_Materials Engineering (4 Years, Bachelor of Technology)",296
Indian Institute  of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5977,9327,2021,"Indian Institute  of Technology Jodhpur_Mechanical Engineering (4 Years, Bachelor of Technology)",99
Indian Institute  of Technology Kanpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2209,3809,2021,"Indian Institute  of Technology Kanpur_Aerospace Engineering (4 Years, Bachelor of Technology)",100
Indian Institute  of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",OPEN,neutral,4610,6837,2021,"Indian Institute  of Technology Kanpur_Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",101
Indian Institute  of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2292,4063,2021,"Indian Institute  of Technology Kanpur_Chemical Engineering (4 Years, Bachelor of Technology)",102
Indian Institute  of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",OPEN,neutral,6264,9197,2021,"Indian Institute  of Technology Kanpur_Chemistry (4 Years, Bachelor of Science)",103
Indian Institute  of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4045,5648,2021,"Indian Institute  of Technology Kanpur_Civil Engineering (4 Years, Bachelor of Technology)",104
Indian Institute  of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,115,216,2021,"Indian Institute  of Technology Kanpur_Computer Science and Engineering (4 Years, Bachelor of Technology)",105
Indian Institute  of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",OPEN,neutral,7889,9523,2021,"Indian Institute  of Technology Kanpur_Earth Sciences (4 Years, Bachelor of Science)",106
Indian Institute  of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",OPEN,neutral,1861,3167,2021,"Indian Institute  of Technology Kanpur_Economics (4 Years, Bachelor of Science)",107
Indian Institute  of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,685,1297,2021,"Indian Institute  of Technology Kanpur_Electrical Engineering (4 Years, Bachelor of Technology)",108
Indian Institute  of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4271,6105,2021,"Indian Institute  of Technology Kanpur_Materials Science and Engineering (4 Years, Bachelor of Technology)",109
Indian Institute  of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",OPEN,neutral,321,1045,2021,"Indian Institute  of Technology Kanpur_Mathematics and Scientific Computing (4 Years, Bachelor of Science)",110
Indian Institute  of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1365,2823,2021,"Indian Institute  of Technology Kanpur_Mechanical Engineering (4 Years, Bachelor of Technology)",111
Indian Institute  of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",OPEN,neutral,1630,5358,2021,"Indian Institute  of Technology Kanpur_Physics (4 Years, Bachelor of Science)",112
Indian Institute  of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",OPEN,neutral,492,1280,2021,"Indian Institute  of Technology Kanpur_Statistics and Data Science (4 Years, Bachelor of Science)",310
Indian Institute  of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,190,3259,2021,"Indian Institute  of Technology Madras_Aerospace Engineering (4 Years, Bachelor of Technology)",113
Indian Institute  of Technology Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,2228,3595,2021,"Indian Institute  of Technology Madras_Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",114
Indian Institute  of Technology Madras,"Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1057,7361,2021,"Indian Institute  of Technology Madras_Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",115
Indian Institute  of Technology Madras,"Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,8558,11418,2021,"Indian Institute  of Technology Madras_Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",116
Indian Institute  of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2410,4055,2021,"Indian Institute  of Technology Madras_Chemical Engineering (4 Years, Bachelor of Technology)",117
Indian Institute  of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3515,5740,2021,"Indian Institute  of Technology Madras_Civil Engineering (4 Years, Bachelor of Technology)",119
Indian Institute  of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,85,163,2021,"Indian Institute  of Technology Madras_Computer Science and Engineering (4 Years, Bachelor of Technology)",121
Indian Institute  of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,280,1009,2021,"Indian Institute  of Technology Madras_Electrical Engineering (4 Years, Bachelor of Technology)",123
Indian Institute  of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1470,3579,2021,"Indian Institute  of Technology Madras_Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",125
Indian Institute  of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,833,1884,2021,"Indian Institute  of Technology Madras_Engineering Physics (4 Years, Bachelor of Technology)",126
Indian Institute  of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,757,2491,2021,"Indian Institute  of Technology Madras_Mechanical Engineering (4 Years, Bachelor of Technology)",127
Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3932,5800,2021,"Indian Institute  of Technology Madras_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",129
Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5807,8085,2021,"Indian Institute  of Technology Madras_Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",131
Indian Institute  of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,1130,2910,2021,"Indian Institute  of Technology Madras_Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",133
Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7139,8711,2021,"Indian Institute  of Technology Gandhinagar_Chemical Engineering (4 Years, Bachelor of Technology)",134
Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8139,9848,2021,"Indian Institute  of Technology Gandhinagar_Civil Engineering (4 Years, Bachelor of Technology)",135
Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1245,1519,2021,"Indian Institute  of Technology Gandhinagar_Computer Science and Engineering (4 Years, Bachelor of Technology)",136
Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1645,3923,2021,"Indian Institute  of Technology Gandhinagar_Electrical Engineering (4 Years, Bachelor of Technology)",137
Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7511,10950,2021,"Indian Institute  of Technology Gandhinagar_Materials Engineering (4 Years, Bachelor of Technology)",311
Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5236,6921,2021,"Indian Institute  of Technology Gandhinagar_Mechanical Engineering (4 Years, Bachelor of Technology)",139
Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OPEN,neutral,2994,3696,2021,"Indian Institute  of Technology Patna_Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",312
Indian Institute  of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8921,11673,2021,"Indian Institute  of Technology Patna_Chemical Engineering (4 Years, Bachelor of Technology)",140
Indian Institute  of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10518,12677,2021,"Indian Institute  of Technology Patna_Civil Engineering (4 Years, Bachelor of Technology)",141
Indian Institute  of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1849,2732,2021,"Indian Institute  of Technology Patna_Computer Science and Engineering (4 Years, Bachelor of Technology)",142
Indian Institute  of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3756,6621,2021,"Indian Institute  of Technology Patna_Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",284
Indian Institute  of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,9022,10128,2021,"Indian Institute  of Technology Patna_Engineering Physics (4 Years, Bachelor of Technology)",313
Indian Institute  of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Science)",OPEN,neutral,3800,4794,2021,"Indian Institute  of Technology Patna_Mathematics and Computing (4 Years, Bachelor of Science)",314
